,Bureau of Meteorology station number,Rainfall amount (millimetres),Maximum temperature (Degree C),Minimum temperature (Degree C),Date
10065,9225,1.6,19.2,14.5,2020-07-23
10066,9225,0.0,18.9,4.4,2020-07-24
10067,9225,0.0,22.4,5.1,2020-07-25
10068,9225,2.2,20.8,13.9,2020-07-26
10069,9225,4.8,24.4,14.1,2020-07-27
10070,9225,8.0,19.3,11.5,2020-07-28
10071,9225,0.0,21.0,11.6,2020-07-29
10072,9225,0.0,21.1,6.5,2020-07-30
10073,9225,0.0,19.8,8.7,2020-07-31
10074,9225,0.0,19.2,7.2,2020-08-01
10075,9225,0.0,19.2,5.2,2020-08-02
10076,9225,4.8,12.1,6.9,2020-08-03
10077,9225,10.2,16.0,6.9,2020-08-04
10078,9225,0.0,19.9,10.5,2020-08-05
10079,9225,0.0,18.9,5.4,2020-08-06
10080,9225,0.0,16.3,7.1,2020-08-07
10081,9225,0.0,21.7,10.8,2020-08-08
10082,9225,4.4,16.8,12.6,2020-08-09
10083,9225,31.0,19.1,11.3,2020-08-10
10084,9225,4.0,18.6,13.3,2020-08-11
10085,9225,0.4,17.5,12.3,2020-08-12
10086,9225,0.0,17.1,9.4,2020-08-13
10087,9225,1.2,18.5,7.5,2020-08-14
10088,9225,0.6,21.8,10.0,2020-08-15
10089,9225,19.2,15.7,11.0,2020-08-16
10090,9225,10.4,17.3,10.8,2020-08-17
10091,9225,1.6,16.7,12.5,2020-08-18
10092,9225,1.2,18.8,5.8,2020-08-19
10093,9225,0.0,20.0,6.8,2020-08-20
10094,9225,0.0,19.1,5.9,2020-08-21
10095,9225,0.0,22.2,10.5,2020-08-22
10096,9225,1.0,19.5,12.6,2020-08-23
10097,9225,0.0,20.4,6.8,2020-08-24
10098,9225,0.0,20.8,7.0,2020-08-25
10099,9225,0.0,21.1,6.3,2020-08-26
10100,9225,0.0,25.4,6.5,2020-08-27
10101,9225,0.0,23.5,9.5,2020-08-28
10102,9225,2.8,17.8,11.7,2020-08-29
10103,9225,0.0,20.5,4.6,2020-08-30
10104,9225,0.0,20.8,4.7,2020-08-31
10105,9225,15.0,17.0,11.4,2020-09-01
10106,9225,5.8,19.5,11.1,2020-09-02
10107,9225,0.8,20.2,9.6,2020-09-03
10108,9225,0.0,21.6,15.4,2020-09-04
10109,9225,0.0,22.2,9.3,2020-09-05
10110,9225,0.2,21.1,15.5,2020-09-06
10111,9225,24.8,18.9,12.0,2020-09-07
10112,9225,3.2,20.4,10.3,2020-09-08
10113,9225,0.0,24.8,7.2,2020-09-09
10114,9225,2.2,19.0,14.3,2020-09-10
10115,9225,0.0,19.8,8.1,2020-09-11
10116,9225,0.0,20.2,5.6,2020-09-12
10117,9225,0.0,24.1,6.4,2020-09-13
10118,9225,0.0,26.9,11.1,2020-09-14
10119,9225,0.0,26.9,10.7,2020-09-15
10120,9225,0.0,20.9,13.0,2020-09-16
10121,9225,0.0,20.4,11.5,2020-09-17
10122,9225,0.0,22.7,8.0,2020-09-18
10123,9225,3.6,18.1,10.2,2020-09-19
10124,9225,5.6,16.9,9.6,2020-09-20
10125,9225,3.4,18.4,11.1,2020-09-21
10126,9225,1.2,20.3,10.2,2020-09-22
10127,9225,0.4,26.5,7.2,2020-09-23
10128,9225,0.0,30.0,13.2,2020-09-24
10129,9225,0.0,24.5,13.9,2020-09-25
10130,9225,0.0,22.9,11.7,2020-09-26
10131,9225,5.4,21.0,9.1,2020-09-27
10132,9225,5.4,21.1,12.5,2020-09-28
10133,9225,0.8,20.5,9.1,2020-09-29
10134,9225,0.0,21.7,15.5,2020-09-30
10135,9225,0.0,21.6,16.9,2020-10-01
10136,9225,2.4,16.7,13.7,2020-10-02
10137,9225,2.8,17.6,6.6,2020-10-03
10138,9225,0.0,20.4,8.3,2020-10-04
10139,9225,0.0,20.7,8.2,2020-10-05
10140,9225,0.0,22.2,6.8,2020-10-06
10141,9225,0.0,23.2,7.9,2020-10-07
10142,9225,7.4,21.8,10.8,2020-10-08
10143,9225,0.0,23.1,8.8,2020-10-09
10144,9225,0.0,22.6,10.1,2020-10-10
10145,9225,0.0,24.9,9.9,2020-10-11
10146,9225,0.0,28.2,11.2,2020-10-12
10147,9225,0.0,30.2,13.5,2020-10-13
10148,9225,0.0,23.2,15.2,2020-10-14
10149,9225,0.0,22.5,13.8,2020-10-15
10150,9225,0.0,24.6,13.0,2020-10-16
10151,9225,0.0,27.2,13.0,2020-10-17
10152,9225,0.0,30.0,14.3,2020-10-18
10153,9225,0.0,28.6,14.8,2020-10-19
10154,9225,0.0,25.4,15.6,2020-10-20
10155,9225,0.0,25.3,14.9,2020-10-21
10156,9225,0.0,23.2,12.4,2020-10-22
10157,9225,0.0,25.9,13.1,2020-10-23
10158,9225,0.0,30.0,12.9,2020-10-24
10159,9225,0.0,34.9,16.0,2020-10-25
10160,9225,0.0,26.5,15.3,2020-10-26
10161,9225,0.0,24.5,15.1,2020-10-27
10162,9225,0.0,25.1,14.9,2020-10-28
10163,9225,0.0,31.6,14.0,2020-10-29
10164,9225,0.0,36.6,17.0,2020-10-30
10165,9225,0.0,25.3,17.6,2020-10-31
10166,9225,20.6,18.4,15.0,2020-11-01
10167,9225,11.6,22.2,13.6,2020-11-02
10168,9225,3.8,22.8,13.0,2020-11-03
10169,9225,0.2,25.9,13.7,2020-11-04
10170,9225,0.0,30.5,13.1,2020-11-05
10171,9225,0.0,29.2,16.0,2020-11-06
10172,9225,0.0,29.6,16.2,2020-11-07
10173,9225,0.0,25.5,14.8,2020-11-08
10174,9225,2.0,18.6,13.1,2020-11-09
10175,9225,19.0,19.0,10.6,2020-11-10
10176,9225,0.0,20.8,9.2,2020-11-11
10177,9225,0.0,22.7,8.0,2020-11-12
10178,9225,8.8,22.9,16.3,2020-11-13
10179,9225,4.0,21.6,14.4,2020-11-14
10180,9225,13.6,22.1,12.6,2020-11-15
10181,9225,0.0,24.3,10.7,2020-11-16
10182,9225,0.0,23.5,11.7,2020-11-17
10183,9225,0.0,25.2,14.5,2020-11-18
10184,9225,0.0,25.7,14.3,2020-11-19
10185,9225,0.0,26.3,14.4,2020-11-20
10186,9225,0.0,25.2,14.1,2020-11-21
10187,9225,0.0,28.2,14.9,2020-11-22
10188,9225,0.0,35.1,14.6,2020-11-23
10189,9225,0.0,33.7,16.8,2020-11-24
10190,9225,0.0,28.9,15.5,2020-11-25
10191,9225,0.0,24.1,13.8,2020-11-26
10192,9225,0.0,23.5,14.0,2020-11-27
10193,9225,0.0,23.5,10.8,2020-11-28
10194,9225,0.0,23.6,11.6,2020-11-29
10195,9225,8.4,19.4,13.6,2020-11-30
10196,9225,0.4,23.5,6.6,2020-12-01
10197,9225,0.0,,9.8,2020-12-02
10198,9225,,28.8,12.1,2020-12-03
10199,9225,0.0,23.9,15.4,2020-12-04
10200,9225,0.0,23.4,14.4,2020-12-05
10201,9225,0.0,25.0,12.8,2020-12-06
10202,9225,0.0,33.1,15.4,2020-12-07
10203,9225,0.0,39.4,18.0,2020-12-08
10204,9225,0.0,33.1,17.9,2020-12-09
10205,9225,0.0,36.3,21.1,2020-12-10
10206,9225,0.0,33.1,23.1,2020-12-11
10207,9225,0.0,32.7,19.4,2020-12-12
10208,9225,3.8,23.1,17.4,2020-12-13
10209,9225,0.2,23.5,13.4,2020-12-14
10210,9225,0.0,29.0,14.0,2020-12-15
10211,9225,0.0,29.3,15.2,2020-12-16
10212,9225,0.0,30.3,16.5,2020-12-17
10213,9225,0.0,31.2,16.4,2020-12-18
10214,9225,0.0,34.3,18.5,2020-12-19
10215,9225,0.0,31.1,18.0,2020-12-20
10216,9225,0.0,32.9,15.7,2020-12-21
10217,9225,0.0,36.1,16.5,2020-12-22
10218,9225,0.0,40.2,19.2,2020-12-23
10219,9225,0.0,41.1,20.5,2020-12-24
10220,9225,0.0,40.4,19.2,2020-12-25
10221,9225,0.0,29.6,22.0,2020-12-26
10222,9225,0.0,29.7,16.0,2020-12-27
10223,9225,0.0,34.1,14.2,2020-12-28
10224,9225,0.0,39.0,19.0,2020-12-29
10225,9225,0.0,33.6,24.1,2020-12-30
10226,9225,0.0,30.8,21.5,2020-12-31
10227,9225,0.0,33.9,20.3,2021-01-01
10228,9225,0.0,32.9,19.4,2021-01-02
10229,9225,0.0,32.3,17.7,2021-01-03
10230,9225,0.0,32.5,16.7,2021-01-04
10231,9225,0.0,34.3,17.7,2021-01-05
10232,9225,0.0,35.9,18.7,2021-01-06
10233,9225,0.0,38.5,20.1,2021-01-07
10234,9225,0.0,42.2,18.7,2021-01-08
10235,9225,0.0,35.9,23.7,2021-01-09
10236,9225,0.0,27.0,21.4,2021-01-10
10237,9225,0.0,30.9,16.4,2021-01-11
10238,9225,0.0,29.4,17.6,2021-01-12
10239,9225,0.0,33.1,16.8,2021-01-13
10240,9225,,33.6,16.7,2021-01-14
10241,9225,0.0,33.1,16.9,2021-01-15
10242,9225,0.0,34.2,17.9,2021-01-16
10243,9225,0.0,36.7,19.1,2021-01-17
10244,9225,0.0,34.5,22.4,2021-01-18
10245,9225,0.2,36.6,22.6,2021-01-19
10246,9225,0.0,30.1,22.3,2021-01-20
10247,9225,0.0,34.8,22.7,2021-01-21
10248,9225,0.0,36.5,20.0,2021-01-22
10249,9225,0.0,27.3,18.1,2021-01-23
10250,9225,0.0,27.1,15.9,2021-01-24
10251,9225,0.0,27.4,18.3,2021-01-25
10252,9225,0.0,26.3,14.6,2021-01-26
10253,9225,0.0,25.9,14.3,2021-01-27
10254,9225,0.0,30.9,15.3,2021-01-28
10255,9225,0.0,34.5,18.5,2021-01-29
10256,9225,0.0,35.2,19.1,2021-01-30
10257,9225,0.0,37.3,20.1,2021-01-31
10258,9225,0.0,36.9,19.9,2021-02-01
10259,9225,0.0,35.0,21.5,2021-02-02
10260,9225,0.0,31.6,19.5,2021-02-03
10261,9225,0.0,28.3,14.9,2021-02-04
10262,9225,0.0,26.9,14.7,2021-02-05
10263,9225,0.0,22.4,17.5,2021-02-06
10264,9225,19.6,21.8,15.9,2021-02-07
10265,9225,16.0,24.2,17.5,2021-02-08
10266,9225,0.8,25.9,16.6,2021-02-09
10267,9225,0.6,23.3,16.1,2021-02-10
10268,9225,0.0,25.0,14.4,2021-02-11
10269,9225,0.0,29.5,14.8,2021-02-12
10270,9225,0.0,35.9,15.6,2021-02-13
10271,9225,0.0,35.3,21.9,2021-02-14
10272,9225,0.0,37.7,21.6,2021-02-15
10273,9225,0.0,30.5,21.2,2021-02-16
10274,9225,0.0,26.4,20.2,2021-02-17
10275,9225,1.6,23.0,18.1,2021-02-18
10276,9225,0.0,25.1,12.7,2021-02-19
10277,9225,0.0,30.6,12.1,2021-02-20
10278,9225,0.0,35.1,16.7,2021-02-21
10279,9225,0.0,38.3,18.7,2021-02-22
10280,9225,0.0,39.5,21.6,2021-02-23
10281,9225,0.0,33.2,18.5,2021-02-24
10282,9225,0.0,29.9,17.2,2021-02-25
10283,9225,0.0,30.3,18.6,2021-02-26
10284,9225,0.0,31.0,17.3,2021-02-27
10285,9225,0.0,31.4,19.0,2021-02-28
10286,9225,10.6,22.9,16.7,2021-03-01
10287,9225,15.6,30.6,17.0,2021-03-02
10288,9225,3.6,28.4,20.1,2021-03-03
10289,9225,3.4,27.3,20.8,2021-03-04
10290,9225,0.8,26.7,20.1,2021-03-05
10291,9225,0.0,28.4,21.4,2021-03-06
10292,9225,0.0,30.3,20.2,2021-03-07
10293,9225,0.0,31.7,20.5,2021-03-08
10294,9225,0.0,36.0,21.2,2021-03-09
10295,9225,0.0,31.3,25.5,2021-03-10
10296,9225,0.0,27.0,21.4,2021-03-11
10297,9225,5.2,25.7,20.6,2021-03-12
10298,9225,0.2,26.0,14.6,2021-03-13
10299,9225,0.0,28.2,14.4,2021-03-14
10300,9225,0.0,30.7,17.2,2021-03-15
10301,9225,0.0,34.1,18.8,2021-03-16
10302,9225,0.0,29.9,16.1,2021-03-17
10303,9225,0.0,33.3,17.5,2021-03-18
10304,9225,0.0,37.6,17.3,2021-03-19
10305,9225,0.0,37.3,15.5,2021-03-20
10306,9225,0.0,37.6,16.2,2021-03-21
10307,9225,0.0,27.5,19.2,2021-03-22
10308,9225,0.0,24.4,13.8,2021-03-23
10309,9225,0.0,24.9,13.5,2021-03-24
10310,9225,0.0,25.5,11.7,2021-03-25
10311,9225,0.0,26.8,11.1,2021-03-26
10312,9225,0.0,28.3,12.6,2021-03-27
10313,9225,0.0,33.2,12.7,2021-03-28
10314,9225,0.0,39.0,17.3,2021-03-29
10315,9225,0.4,29.6,20.8,2021-03-30
10316,9225,0.8,26.9,19.7,2021-03-31
10317,9225,1.0,32.9,20.4,2021-04-01
10318,9225,0.0,30.8,16.9,2021-04-02
10319,9225,0.0,31.0,17.9,2021-04-03
10320,9225,1.4,31.4,18.4,2021-04-04
10321,9225,0.0,27.0,17.0,2021-04-05
10322,9225,0.0,26.7,14.3,2021-04-06
10323,9225,0.2,26.6,19.0,2021-04-07
10324,9225,0.0,25.7,17.3,2021-04-08
10325,9225,0.0,27.0,17.2,2021-04-09
10326,9225,0.0,28.5,16.8,2021-04-10
10327,9225,4.4,22.7,16.3,2021-04-11
10328,9225,14.8,23.2,16.4,2021-04-12
10329,9225,1.4,21.8,11.8,2021-04-13
10330,9225,0.0,23.2,8.9,2021-04-14
10331,9225,0.0,25.1,9.9,2021-04-15
10332,9225,0.0,26.0,10.6,2021-04-16
10333,9225,0.0,27.8,14.0,2021-04-17
10334,9225,0.0,28.7,11.5,2021-04-18
10335,9225,0.0,23.3,11.8,2021-04-19
10336,9225,0.0,25.7,11.3,2021-04-20
10337,9225,0.0,26.5,11.5,2021-04-21
10338,9225,0.0,25.4,13.2,2021-04-22
10339,9225,0.0,28.9,16.0,2021-04-23
10340,9225,0.0,31.2,12.8,2021-04-24
10341,9225,0.0,27.9,11.6,2021-04-25
10342,9225,0.0,31.5,10.9,2021-04-26
10343,9225,0.0,29.8,14.1,2021-04-27
10344,9225,0.0,29.7,12.0,2021-04-28
10345,9225,0.0,25.7,15.4,2021-04-29
10346,9225,17.4,20.6,13.2,2021-04-30
10347,9225,0.0,22.5,8.2,2021-05-01
10348,9225,0.0,23.4,7.2,2021-05-02
10349,9225,0.0,26.0,11.4,2021-05-03
10350,9225,0.0,21.3,17.5,2021-05-04
10351,9225,46.2,24.0,14.8,2021-05-05
10352,9225,4.2,23.7,13.8,2021-05-06
10353,9225,1.2,22.4,11.6,2021-05-07
10354,9225,0.0,22.9,9.1,2021-05-08
10355,9225,0.0,22.3,8.8,2021-05-09
10356,9225,0.0,24.0,7.9,2021-05-10
10357,9225,0.0,,9.6,2021-05-11
10358,9225,0.2,24.5,14.0,2021-05-12
10359,9225,0.0,21.5,12.9,2021-05-13
10360,9225,0.0,19.9,14.5,2021-05-14
10361,9225,0.0,20.2,16.2,2021-05-15
10362,9225,0.0,24.2,14.9,2021-05-16
10363,9225,0.0,26.7,15.5,2021-05-17
10364,9225,0.0,24.9,14.2,2021-05-18
10365,9225,0.0,24.0,12.9,2021-05-19
10366,9225,0.0,24.4,10.1,2021-05-20
10367,9225,0.0,23.2,9.6,2021-05-21
10368,9225,0.0,20.2,13.1,2021-05-22
10369,9225,5.0,18.5,10.0,2021-05-23
10370,9225,16.0,14.7,8.1,2021-05-24
10371,9225,2.0,18.9,7.0,2021-05-25
10372,9225,0.0,19.9,5.4,2021-05-26
10373,9225,0.0,25.3,10.6,2021-05-27
10374,9225,0.0,25.2,12.2,2021-05-28
10375,9225,11.4,20.6,15.2,2021-05-29
10376,9225,26.0,17.1,11.0,2021-05-30
10377,9225,1.4,18.2,12.3,2021-05-31
10378,9225,0.0,19.2,7.3,2021-06-01
10379,9225,0.0,20.3,5.6,2021-06-02
10380,9225,0.0,21.4,6.0,2021-06-03
10381,9225,0.0,21.3,5.5,2021-06-04
10382,9225,0.0,21.8,5.7,2021-06-05
10383,9225,0.0,20.6,7.4,2021-06-06
10384,9225,0.6,18.4,5.9,2021-06-07
10385,9225,0.0,16.6,8.0,2021-06-08
10386,9225,0.0,18.5,12.5,2021-06-09
10387,9225,13.6,20.3,11.7,2021-06-10
10388,9225,5.8,19.8,13.2,2021-06-11
10389,9225,0.2,21.0,10.5,2021-06-12
10390,9225,0.0,20.1,8.4,2021-06-13
10391,9225,5.6,18.3,11.2,2021-06-14
10392,9225,5.2,16.6,7.1,2021-06-15
10393,9225,1.2,18.9,7.5,2021-06-16
10394,9225,,18.3,6.4,2021-06-17
10395,9225,0.0,19.0,3.8,2021-06-18
10396,9225,0.0,20.0,4.3,2021-06-19
10397,9225,24.8,15.7,9.4,2021-06-20
10398,9225,13.0,14.4,8.3,2021-06-21
10399,9225,0.0,15.8,1.9,2021-06-22
10400,9225,0.0,17.2,2.8,2021-06-23
10401,9225,0.0,17.5,3.4,2021-06-24
10402,9225,0.0,18.1,2.7,2021-06-25
10403,9225,0.0,20.2,1.1,2021-06-26
10404,9225,0.0,16.0,8.4,2021-06-27
10405,9225,7.0,20.2,9.3,2021-06-28
10406,9225,16.2,17.7,12.6,2021-06-29
10407,9225,0.4,16.8,9.0,2021-06-30
10408,9225,1.4,19.5,10.7,2021-07-01
10409,9225,0.0,18.9,7.9,2021-07-02
10410,9225,0.0,20.0,4.4,2021-07-03
10411,9225,1.4,15.9,9.7,2021-07-04
10412,9225,44.6,16.8,8.8,2021-07-05
10413,9225,7.4,19.5,9.1,2021-07-06
10414,9225,23.6,17.8,11.8,2021-07-07
10415,9225,4.6,18.7,10.1,2021-07-08
10416,9225,4.2,19.3,11.7,2021-07-09
10417,9225,30.0,18.0,7.5,2021-07-10
10418,9225,0.6,18.3,9.8,2021-07-11
10419,9225,9.6,21.7,11.6,2021-07-12
10420,9225,13.4,18.9,13.9,2021-07-13
10421,9225,14.0,18.3,13.3,2021-07-14
10422,9225,2.0,17.9,12.8,2021-07-15
10423,9225,13.4,17.4,11.8,2021-07-16
10424,9225,2.8,18.0,11.8,2021-07-17
10425,9225,1.2,18.1,10.8,2021-07-18
10426,9225,5.4,17.0,9.1,2021-07-19
10427,9225,1.6,16.1,11.8,2021-07-20
10428,9225,29.6,18.5,12.6,2021-07-21
10429,9225,0.0,17.8,6.1,2021-07-22
10430,9225,1.8,19.1,10.5,2021-07-23
10431,9225,2.0,18.1,9.8,2021-07-24
10432,9225,0.6,20.2,11.8,2021-07-25
10433,9225,0.2,18.7,12.0,2021-07-26
10434,9225,30.4,16.9,13.5,2021-07-27
10435,9225,5.8,19.1,10.7,2021-07-28
10436,9225,6.4,20.6,11.8,2021-07-29
10437,9225,7.0,16.3,12.5,2021-07-30
10438,9225,6.4,16.2,7.9,2021-07-31
10439,9225,8.8,15.1,9.7,2021-08-01
10440,9225,2.6,15.4,3.7,2021-08-02
10441,9225,0.0,17.6,8.8,2021-08-03
10442,9225,0.0,19.3,6.3,2021-08-04
10443,9225,0.0,19.6,3.8,2021-08-05
10444,9225,0.0,22.4,3.6,2021-08-06
10445,9225,0.0,18.5,6.5,2021-08-07
10446,9225,3.8,19.5,11.8,2021-08-08
10447,9225,5.2,19.4,13.8,2021-08-09
10448,9225,6.4,14.4,9.7,2021-08-10
10449,9225,4.2,17.5,6.8,2021-08-11
10450,9225,1.2,18.0,9.0,2021-08-12
10451,9225,0.0,20.9,5.1,2021-08-13
10452,9225,0.0,20.8,4.1,2021-08-14
10453,9225,0.0,22.6,7.1,2021-08-15
10454,9225,0.0,24.9,11.1,2021-08-16
10455,9225,0.2,25.1,13.3,2021-08-17
10456,9225,1.2,20.7,11.3,2021-08-18
10457,9225,1.0,18.7,9.8,2021-08-19
10458,9225,11.8,,11.4,2021-08-20
10459,9225,0.2,19.0,9.7,2021-08-21
10460,9225,0.8,18.4,12.1,2021-08-22
10461,9225,0.0,18.5,5.3,2021-08-23
10462,9225,0.0,21.1,7.8,2021-08-24
10463,9225,0.0,24.7,12.6,2021-08-25
10464,9225,0.6,19.5,12.5,2021-08-26
10465,9225,2.4,17.8,12.6,2021-08-27
10466,9225,0.0,18.7,9.4,2021-08-28
10467,9225,2.4,19.4,12.1,2021-08-29
10468,9225,2.8,19.9,13.7,2021-08-30
10469,9225,1.2,20.5,12.9,2021-08-31
10470,9225,3.4,18.9,15.6,2021-09-01
10471,9225,10.4,13.9,9.2,2021-09-02
10472,9225,4.6,17.0,4.7,2021-09-03
10473,9225,0.2,19.7,3.7,2021-09-04
10474,9225,0.0,21.9,4.8,2021-09-05
10475,9225,0.0,24.9,5.7,2021-09-06
10476,9225,0.0,29.7,9.1,2021-09-07
10477,9225,0.0,25.7,11.6,2021-09-08
10478,9225,4.8,15.2,11.7,2021-09-09
10479,9225,3.2,19.3,7.5,2021-09-10
10480,9225,3.6,19.0,9.9,2021-09-11
10481,9225,0.0,18.7,4.8,2021-09-12
10482,9225,0.0,20.8,4.8,2021-09-13
10483,9225,0.0,22.6,7.3,2021-09-14
10484,9225,0.0,20.9,7.1,2021-09-15
10485,9225,9.8,16.6,11.7,2021-09-16
10486,9225,3.8,17.9,6.3,2021-09-17
10487,9225,0.0,20.9,7.2,2021-09-18
10488,9225,0.8,21.1,11.8,2021-09-19
10489,9225,0.0,22.4,10.2,2021-09-20
10490,9225,0.0,26.3,12.7,2021-09-21
10491,9225,0.0,30.4,8.1,2021-09-22
10492,9225,0.0,24.1,7.0,2021-09-23
10493,9225,0.0,21.1,11.8,2021-09-24
10494,9225,0.0,23.4,11.0,2021-09-25
10495,9225,10.8,21.1,11.1,2021-09-26
10496,9225,1.4,20.7,10.4,2021-09-27
10497,9225,0.0,22.2,11.6,2021-09-28
10498,9225,0.0,24.4,15.1,2021-09-29
10499,9225,5.4,23.3,13.2,2021-09-30
10500,9225,8.4,19.5,14.5,2021-10-01
10501,9225,15.4,20.0,10.7,2021-10-02
10502,9225,5.6,18.9,13.4,2021-10-03
10503,9225,0.0,20.4,6.1,2021-10-04
10504,9225,4.2,18.4,10.8,2021-10-05
10505,9225,0.0,18.6,4.7,2021-10-06
10506,9225,0.0,20.1,5.0,2021-10-07
10507,9225,4.6,20.2,13.3,2021-10-08
10508,9225,0.0,20.1,6.7,2021-10-09
10509,9225,0.0,22.2,7.7,2021-10-10
10510,9225,0.0,20.4,12.4,2021-10-11
10511,9225,7.4,17.8,8.6,2021-10-12
10512,9225,0.0,20.9,6.3,2021-10-13
10513,9225,0.0,24.5,10.3,2021-10-14
10514,9225,0.0,33.2,13.0,2021-10-15
10515,9225,0.0,22.1,15.5,2021-10-16
10516,9225,0.0,22.3,13.7,2021-10-17
10517,9225,0.0,24.3,8.7,2021-10-18
10518,9225,11.2,20.8,14.9,2021-10-19
10519,9225,26.4,20.4,13.5,2021-10-20
10520,9225,1.6,20.4,14.6,2021-10-21
10521,9225,2.2,22.2,,2021-10-22
10522,9225,0.0,25.9,9.5,2021-10-23
10523,9225,0.0,28.6,10.6,2021-10-24
10524,9225,2.6,17.6,14.2,2021-10-25
10525,9225,5.4,17.9,8.4,2021-10-26
10526,9225,26.8,18.1,10.4,2021-10-27
10527,9225,1.0,20.0,6.7,2021-10-28
10528,9225,0.0,21.1,8.8,2021-10-29
10529,9225,0.0,24.9,10.6,2021-10-30
10530,9225,0.0,23.9,9.3,2021-10-31
10531,9225,0.8,18.9,14.4,2021-11-01
10532,9225,0.0,20.0,13.8,2021-11-02
10533,9225,0.0,22.6,9.8,2021-11-03
10534,9225,0.0,22.9,10.6,2021-11-04
10535,9225,0.0,22.2,14.6,2021-11-05
10536,9225,0.0,22.5,12.4,2021-11-06
10537,9225,0.0,24.7,11.9,2021-11-07
10538,9225,0.0,28.0,13.7,2021-11-08
10539,9225,40.4,20.7,13.0,2021-11-09
10540,9225,0.0,21.4,11.4,2021-11-10
10541,9225,0.0,24.8,8.5,2021-11-11
10542,9225,0.0,27.4,13.5,2021-11-12
10543,9225,0.0,30.1,12.3,2021-11-13
10544,9225,0.0,32.2,13.6,2021-11-14
10545,9225,0.0,25.6,14.6,2021-11-15
10546,9225,0.0,24.4,16.8,2021-11-16
10547,9225,,26.2,,2021-11-17
10548,9225,0.0,20.5,15.1,2021-11-18
10549,9225,0.0,23.0,14.6,2021-11-19
10550,9225,0.0,30.0,13.4,2021-11-20
10551,9225,0.0,32.1,14.8,2021-11-21
10552,9225,6.8,22.0,16.5,2021-11-22
10553,9225,0.0,24.5,10.8,2021-11-23
10554,9225,0.0,28.4,12.6,2021-11-24
10555,9225,0.0,33.1,15.9,2021-11-25
10556,9225,0.0,35.3,17.5,2021-11-26
10557,9225,0.0,37.4,18.9,2021-11-27
10558,9225,0.0,32.8,16.2,2021-11-28
10559,9225,0.0,25.2,16.8,2021-11-29
10560,9225,0.0,23.1,15.5,2021-11-30
10561,9225,0.0,24.5,13.0,2021-12-01
10562,9225,0.0,26.4,14.3,2021-12-02
10563,9225,0.0,31.3,15.1,2021-12-03
10564,9225,0.0,33.1,16.3,2021-12-04
10565,9225,0.0,32.3,18.9,2021-12-05
10566,9225,0.0,33.4,16.6,2021-12-06
10567,9225,0.0,35.2,15.7,2021-12-07
10568,9225,0.0,40.0,21.8,2021-12-08
10569,9225,0.0,35.2,26.8,2021-12-09
10570,9225,0.0,25.0,19.6,2021-12-10
10571,9225,0.0,25.2,18.0,2021-12-11
10572,9225,0.0,25.3,15.8,2021-12-12
10573,9225,0.0,27.0,13.8,2021-12-13
10574,9225,0.0,24.3,13.3,2021-12-14
10575,9225,0.0,28.3,13.5,2021-12-15
10576,9225,0.0,24.2,13.8,2021-12-16
10577,9225,3.2,22.7,16.7,2021-12-17
10578,9225,0.0,24.5,15.2,2021-12-18
10579,9225,0.4,26.1,11.2,2021-12-19
10580,9225,0.0,31.8,12.2,2021-12-20
10581,9225,0.0,29.9,18.2,2021-12-21
10582,9225,0.0,31.0,17.5,2021-12-22
10583,9225,0.0,34.9,19.4,2021-12-23
10584,9225,0.0,38.6,19.8,2021-12-24
10585,9225,0.0,42.8,20.8,2021-12-25
10586,9225,0.0,43.5,26.0,2021-12-26
10587,9225,0.0,41.0,25.8,2021-12-27
10588,9225,0.0,40.7,22.2,2021-12-28
10589,9225,0.0,38.6,20.2,2021-12-29
10590,9225,0.0,33.1,19.3,2021-12-30
10591,9225,0.0,32.1,20.9,2021-12-31
10592,9225,0.0,28.0,17.7,2022-01-01
10593,9225,0.0,32.4,17.0,2022-01-02
10594,9225,0.0,32.4,16.6,2022-01-03
10595,9225,0.0,36.0,18.6,2022-01-04
10596,9225,0.0,35.0,18.3,2022-01-05
10597,9225,0.0,34.6,18.5,2022-01-06
10598,9225,0.0,38.8,20.9,2022-01-07
10599,9225,0.0,31.8,21.6,2022-01-08
10600,9225,0.0,25.0,16.2,2022-01-09
10601,9225,0.0,29.5,15.9,2022-01-10
10602,9225,0.0,35.2,17.1,2022-01-11
10603,9225,0.0,33.3,17.9,2022-01-12
10604,9225,0.0,27.4,20.9,2022-01-13
10605,9225,0.0,29.5,18.4,2022-01-14
10606,9225,0.0,27.6,16.5,2022-01-15
10607,9225,0.0,29.4,17.3,2022-01-16
10608,9225,0.0,32.4,15.9,2022-01-17
10609,9225,0.0,40.8,21.5,2022-01-18
10610,9225,0.0,42.1,26.7,2022-01-19
10611,9225,0.0,40.5,21.4,2022-01-20
10612,9225,0.0,41.7,22.3,2022-01-21
10613,9225,0.0,41.1,22.6,2022-01-22
10614,9225,0.0,40.4,21.5,2022-01-23
10615,9225,0.0,31.5,20.4,2022-01-24
10616,9225,0.0,29.2,16.3,2022-01-25
10617,9225,0.0,28.8,17.3,2022-01-26
10618,9225,0.0,29.8,18.5,2022-01-27
10619,9225,0.0,34.9,16.3,2022-01-28
10620,9225,0.0,39.5,22.1,2022-01-29
10621,9225,0.0,34.4,20.5,2022-01-30
10622,9225,0.0,31.6,19.0,2022-01-31
