,Bureau of Meteorology station number,Rainfall amount (millimetres),Maximum temperature (Degree C),Minimum temperature (Degree C),Date
0,9225,,,,1993-01-01
1,9225,,,,1993-01-02
2,9225,,,,1993-01-03
3,9225,,,,1993-01-04
4,9225,,,,1993-01-05
5,9225,,,,1993-01-06
6,9225,,,,1993-01-07
7,9225,,,,1993-01-08
8,9225,,,,1993-01-09
9,9225,,,,1993-01-10
10,9225,,,,1993-01-11
11,9225,,,,1993-01-12
12,9225,,,,1993-01-13
13,9225,,,,1993-01-14
14,9225,,,,1993-01-15
15,9225,,,,1993-01-16
16,9225,,,,1993-01-17
17,9225,,,,1993-01-18
18,9225,,,,1993-01-19
19,9225,,,,1993-01-20
20,9225,,,,1993-01-21
21,9225,,,,1993-01-22
22,9225,,,,1993-01-23
23,9225,,,,1993-01-24
24,9225,,,,1993-01-25
25,9225,,,,1993-01-26
26,9225,,,,1993-01-27
27,9225,,,,1993-01-28
28,9225,,,,1993-01-29
29,9225,,,,1993-01-30
30,9225,,,,1993-01-31
31,9225,0.0,,,1993-02-01
32,9225,0.0,,,1993-02-02
33,9225,0.0,,,1993-02-03
34,9225,0.0,,,1993-02-04
35,9225,0.0,,,1993-02-05
36,9225,23.0,,,1993-02-06
37,9225,4.6,,,1993-02-07
38,9225,0.0,,,1993-02-08
39,9225,0.0,,,1993-02-09
40,9225,0.0,,,1993-02-10
41,9225,0.0,,,1993-02-11
42,9225,0.0,,,1993-02-12
43,9225,0.0,,,1993-02-13
44,9225,0.0,,,1993-02-14
45,9225,0.0,,,1993-02-15
46,9225,0.0,,,1993-02-16
47,9225,0.0,,,1993-02-17
48,9225,0.0,,,1993-02-18
49,9225,0.0,,,1993-02-19
50,9225,0.0,,,1993-02-20
51,9225,0.0,,,1993-02-21
52,9225,0.0,,,1993-02-22
53,9225,0.0,,,1993-02-23
54,9225,0.0,,,1993-02-24
55,9225,0.0,,,1993-02-25
56,9225,0.0,,,1993-02-26
57,9225,0.0,,,1993-02-27
58,9225,0.0,,,1993-02-28
59,9225,0.0,,,1993-03-01
60,9225,0.0,,,1993-03-02
61,9225,0.0,,,1993-03-03
62,9225,0.0,,,1993-03-04
63,9225,0.0,,,1993-03-05
64,9225,0.0,,,1993-03-06
65,9225,0.0,,,1993-03-07
66,9225,0.0,,,1993-03-08
67,9225,0.0,,,1993-03-09
68,9225,0.0,,,1993-03-10
69,9225,0.0,,,1993-03-11
70,9225,0.0,,,1993-03-12
71,9225,0.0,,,1993-03-13
72,9225,0.0,,,1993-03-14
73,9225,0.0,,,1993-03-15
74,9225,0.0,,,1993-03-16
75,9225,0.0,,,1993-03-17
76,9225,0.8,,,1993-03-18
77,9225,1.6,,,1993-03-19
78,9225,1.4,,,1993-03-20
79,9225,0.0,,,1993-03-21
80,9225,0.0,,,1993-03-22
81,9225,0.0,,,1993-03-23
82,9225,0.0,,,1993-03-24
83,9225,2.0,,,1993-03-25
84,9225,0.0,,,1993-03-26
85,9225,0.0,,,1993-03-27
86,9225,0.0,,,1993-03-28
87,9225,0.0,,,1993-03-29
88,9225,0.0,,,1993-03-30
89,9225,0.0,,,1993-03-31
90,9225,0.0,,,1993-04-01
91,9225,0.0,,,1993-04-02
92,9225,5.2,,,1993-04-03
93,9225,1.4,,,1993-04-04
94,9225,2.6,,,1993-04-05
95,9225,0.0,,,1993-04-06
96,9225,0.0,,,1993-04-07
97,9225,0.0,,,1993-04-08
98,9225,1.8,,,1993-04-09
99,9225,0.0,,,1993-04-10
100,9225,2.6,,,1993-04-11
101,9225,0.0,,,1993-04-12
102,9225,0.0,,,1993-04-13
103,9225,0.0,,,1993-04-14
104,9225,0.0,,,1993-04-15
105,9225,0.0,,,1993-04-16
106,9225,0.0,,,1993-04-17
107,9225,1.0,,,1993-04-18
108,9225,0.0,,,1993-04-19
109,9225,0.0,,,1993-04-20
110,9225,0.0,,,1993-04-21
111,9225,0.0,,,1993-04-22
112,9225,0.0,,,1993-04-23
113,9225,0.0,,,1993-04-24
114,9225,0.0,,,1993-04-25
115,9225,0.0,,,1993-04-26
116,9225,0.0,,,1993-04-27
117,9225,0.0,,,1993-04-28
118,9225,0.0,,,1993-04-29
119,9225,0.0,,,1993-04-30
120,9225,0.0,,,1993-05-01
121,9225,33.0,,,1993-05-02
122,9225,0.0,,,1993-05-03
123,9225,0.0,,,1993-05-04
124,9225,0.0,,,1993-05-05
125,9225,0.0,,,1993-05-06
126,9225,0.0,,,1993-05-07
127,9225,0.0,,,1993-05-08
128,9225,0.0,,,1993-05-09
129,9225,0.0,,,1993-05-10
130,9225,0.0,,,1993-05-11
131,9225,0.0,,,1993-05-12
132,9225,0.0,,,1993-05-13
133,9225,0.0,,,1993-05-14
134,9225,0.0,,,1993-05-15
135,9225,0.0,,,1993-05-16
136,9225,0.0,,,1993-05-17
137,9225,9.0,,,1993-05-18
138,9225,12.6,,,1993-05-19
139,9225,1.0,,,1993-05-20
140,9225,0.0,,,1993-05-21
141,9225,0.0,,,1993-05-22
142,9225,0.0,,,1993-05-23
143,9225,0.0,,,1993-05-24
144,9225,0.0,,,1993-05-25
145,9225,0.0,,,1993-05-26
146,9225,2.2,,,1993-05-27
147,9225,34.4,,,1993-05-28
148,9225,35.8,,,1993-05-29
149,9225,1.6,,,1993-05-30
150,9225,0.0,,,1993-05-31
151,9225,0.0,,,1993-06-01
152,9225,3.4,,,1993-06-02
153,9225,0.0,,,1993-06-03
154,9225,0.0,,,1993-06-04
155,9225,0.0,,,1993-06-05
156,9225,0.0,,,1993-06-06
157,9225,0.0,,,1993-06-07
158,9225,0.0,,,1993-06-08
159,9225,8.4,,,1993-06-09
160,9225,0.0,,,1993-06-10
161,9225,0.0,,,1993-06-11
162,9225,0.0,,,1993-06-12
163,9225,0.0,,,1993-06-13
164,9225,0.0,,,1993-06-14
165,9225,0.0,,,1993-06-15
166,9225,25.2,,,1993-06-16
167,9225,0.6,,,1993-06-17
168,9225,3.0,,,1993-06-18
169,9225,0.0,,,1993-06-19
170,9225,0.6,,,1993-06-20
171,9225,0.0,,,1993-06-21
172,9225,0.0,,,1993-06-22
173,9225,0.0,,,1993-06-23
174,9225,0.0,,,1993-06-24
175,9225,0.0,,,1993-06-25
176,9225,0.6,,,1993-06-26
177,9225,0.0,,,1993-06-27
178,9225,15.6,,,1993-06-28
179,9225,5.8,,,1993-06-29
180,9225,1.2,,,1993-06-30
181,9225,0.0,,,1993-07-01
182,9225,12.4,,,1993-07-02
183,9225,0.0,,,1993-07-03
184,9225,3.8,,,1993-07-04
185,9225,0.0,,,1993-07-05
186,9225,0.0,,,1993-07-06
187,9225,0.0,,,1993-07-07
188,9225,0.0,,,1993-07-08
189,9225,1.6,,,1993-07-09
190,9225,0.2,,,1993-07-10
191,9225,11.2,,,1993-07-11
192,9225,24.6,,,1993-07-12
193,9225,0.2,,,1993-07-13
194,9225,1.8,,,1993-07-14
195,9225,2.6,,,1993-07-15
196,9225,6.0,,,1993-07-16
197,9225,0.0,,,1993-07-17
198,9225,0.0,,,1993-07-18
199,9225,0.0,,,1993-07-19
200,9225,0.0,,,1993-07-20
201,9225,0.0,,,1993-07-21
202,9225,6.4,,,1993-07-22
203,9225,0.6,,,1993-07-23
204,9225,0.0,,,1993-07-24
205,9225,3.6,,,1993-07-25
206,9225,7.0,,,1993-07-26
207,9225,2.8,,,1993-07-27
208,9225,3.0,,,1993-07-28
209,9225,22.2,,,1993-07-29
210,9225,9.2,,,1993-07-30
211,9225,4.0,,,1993-07-31
212,9225,0.0,,,1993-08-01
213,9225,0.0,,,1993-08-02
214,9225,0.0,,,1993-08-03
215,9225,11.2,,,1993-08-04
216,9225,0.0,,,1993-08-05
217,9225,16.8,,,1993-08-06
218,9225,15.6,,,1993-08-07
219,9225,1.0,,,1993-08-08
220,9225,6.0,,,1993-08-09
221,9225,0.0,,,1993-08-10
222,9225,0.0,,,1993-08-11
223,9225,13.6,,,1993-08-12
224,9225,1.0,,,1993-08-13
225,9225,0.4,,,1993-08-14
226,9225,19.0,,,1993-08-15
227,9225,10.2,,,1993-08-16
228,9225,0.0,,,1993-08-17
229,9225,0.0,,,1993-08-18
230,9225,0.0,,,1993-08-19
231,9225,0.0,,,1993-08-20
232,9225,0.0,,,1993-08-21
233,9225,0.0,,,1993-08-22
234,9225,0.0,,,1993-08-23
235,9225,0.0,,,1993-08-24
236,9225,14.0,,,1993-08-25
237,9225,0.0,,,1993-08-26
238,9225,0.0,,,1993-08-27
239,9225,0.0,,,1993-08-28
240,9225,41.8,,,1993-08-29
241,9225,6.6,,,1993-08-30
242,9225,1.2,,,1993-08-31
243,9225,0.0,,,1993-09-01
244,9225,0.0,,,1993-09-02
245,9225,0.0,,,1993-09-03
246,9225,15.8,,,1993-09-04
247,9225,0.2,,,1993-09-05
248,9225,2.8,,,1993-09-06
249,9225,16.0,,,1993-09-07
250,9225,10.8,,,1993-09-08
251,9225,0.0,,,1993-09-09
252,9225,0.0,,,1993-09-10
253,9225,0.6,,,1993-09-11
254,9225,0.0,,,1993-09-12
255,9225,0.0,,,1993-09-13
256,9225,0.0,,,1993-09-14
257,9225,1.2,,,1993-09-15
258,9225,5.4,,,1993-09-16
259,9225,4.2,,,1993-09-17
260,9225,2.8,,,1993-09-18
261,9225,0.0,,,1993-09-19
262,9225,0.0,,,1993-09-20
263,9225,0.0,,,1993-09-21
264,9225,0.0,,,1993-09-22
265,9225,4.1,,,1993-09-23
266,9225,0.0,,,1993-09-24
267,9225,0.0,,,1993-09-25
268,9225,0.0,,,1993-09-26
269,9225,4.8,,,1993-09-27
270,9225,0.4,,,1993-09-28
271,9225,2.4,,,1993-09-29
272,9225,11.2,,,1993-09-30
273,9225,,,,1993-10-01
274,9225,,,,1993-10-02
275,9225,,,,1993-10-03
276,9225,,,,1993-10-04
277,9225,,,,1993-10-05
278,9225,,,,1993-10-06
279,9225,,,,1993-10-07
280,9225,,,,1993-10-08
281,9225,,,,1993-10-09
282,9225,,,,1993-10-10
283,9225,,,,1993-10-11
284,9225,,,,1993-10-12
285,9225,,,,1993-10-13
286,9225,,,,1993-10-14
287,9225,,,,1993-10-15
288,9225,,,,1993-10-16
289,9225,,,,1993-10-17
290,9225,,,,1993-10-18
291,9225,,,,1993-10-19
292,9225,,,,1993-10-20
293,9225,,,,1993-10-21
294,9225,,,,1993-10-22
295,9225,,,,1993-10-23
296,9225,,,,1993-10-24
297,9225,,,,1993-10-25
298,9225,,,,1993-10-26
299,9225,,,,1993-10-27
300,9225,,,,1993-10-28
301,9225,,,,1993-10-29
302,9225,,,,1993-10-30
303,9225,,,,1993-10-31
304,9225,0.8,,,1993-11-01
305,9225,0.0,,,1993-11-02
306,9225,0.0,,,1993-11-03
307,9225,0.0,,,1993-11-04
308,9225,0.0,,,1993-11-05
309,9225,0.0,,,1993-11-06
310,9225,0.0,,,1993-11-07
311,9225,1.8,,,1993-11-08
312,9225,0.0,,,1993-11-09
313,9225,0.0,,,1993-11-10
314,9225,3.0,,,1993-11-11
315,9225,0.0,,,1993-11-12
316,9225,0.0,,,1993-11-13
317,9225,1.0,,,1993-11-14
318,9225,0.2,,,1993-11-15
319,9225,0.0,,,1993-11-16
320,9225,0.0,,,1993-11-17
321,9225,0.0,,,1993-11-18
322,9225,0.0,,,1993-11-19
323,9225,0.0,,,1993-11-20
324,9225,0.0,,,1993-11-21
325,9225,0.0,,,1993-11-22
326,9225,0.0,,,1993-11-23
327,9225,0.0,,,1993-11-24
328,9225,0.0,,,1993-11-25
329,9225,0.2,,,1993-11-26
330,9225,0.0,,,1993-11-27
331,9225,0.0,,,1993-11-28
332,9225,0.0,,,1993-11-29
333,9225,0.0,,,1993-11-30
334,9225,0.0,,,1993-12-01
335,9225,0.0,,,1993-12-02
336,9225,0.0,,,1993-12-03
337,9225,0.0,,,1993-12-04
338,9225,0.0,,,1993-12-05
339,9225,0.0,,,1993-12-06
340,9225,0.0,,,1993-12-07
341,9225,0.0,,,1993-12-08
342,9225,0.4,,,1993-12-09
343,9225,0.8,,,1993-12-10
344,9225,0.0,,,1993-12-11
345,9225,0.0,,,1993-12-12
346,9225,0.0,,,1993-12-13
347,9225,0.0,,,1993-12-14
348,9225,0.0,,,1993-12-15
349,9225,0.0,,,1993-12-16
350,9225,0.0,,,1993-12-17
351,9225,0.0,,,1993-12-18
352,9225,0.0,,,1993-12-19
353,9225,0.0,,,1993-12-20
354,9225,0.0,,,1993-12-21
355,9225,0.0,,,1993-12-22
356,9225,0.0,,,1993-12-23
357,9225,0.0,,,1993-12-24
358,9225,0.0,,,1993-12-25
359,9225,0.0,,,1993-12-26
360,9225,0.0,,,1993-12-27
361,9225,1.2,,,1993-12-28
362,9225,0.0,,,1993-12-29
363,9225,0.0,,,1993-12-30
364,9225,0.0,,,1993-12-31
365,9225,0.0,24.0,15.6,1994-01-01
366,9225,0.0,23.7,13.6,1994-01-02
367,9225,0.0,23.4,14.0,1994-01-03
368,9225,0.0,23.6,13.4,1994-01-04
369,9225,0.0,24.5,13.6,1994-01-05
370,9225,0.0,24.5,16.2,1994-01-06
371,9225,0.0,24.5,14.6,1994-01-07
372,9225,0.0,27.7,14.7,1994-01-08
373,9225,0.0,30.5,15.4,1994-01-09
374,9225,0.0,27.8,18.0,1994-01-10
375,9225,0.0,29.3,17.2,1994-01-11
376,9225,0.0,29.7,17.2,1994-01-12
377,9225,0.0,32.5,18.1,1994-01-13
378,9225,0.0,31.8,19.0,1994-01-14
379,9225,1.4,22.5,17.8,1994-01-15
380,9225,0.0,22.9,16.2,1994-01-16
381,9225,0.0,26.6,14.3,1994-01-17
382,9225,0.0,30.4,16.0,1994-01-18
383,9225,0.0,33.9,18.6,1994-01-19
384,9225,0.0,40.3,20.9,1994-01-20
385,9225,0.0,30.6,23.9,1994-01-21
386,9225,0.0,32.0,17.9,1994-01-22
387,9225,0.0,36.1,18.4,1994-01-23
388,9225,0.0,25.1,20.2,1994-01-24
389,9225,0.2,21.9,16.2,1994-01-25
390,9225,0.0,25.6,17.0,1994-01-26
391,9225,0.0,34.0,16.2,1994-01-27
392,9225,0.0,35.6,19.3,1994-01-28
393,9225,0.0,34.2,18.4,1994-01-29
394,9225,0.0,35.8,19.4,1994-01-30
395,9225,0.0,41.1,22.9,1994-01-31
396,9225,0.0,25.4,20.2,1994-02-01
397,9225,0.0,23.1,18.4,1994-02-02
398,9225,0.0,25.8,15.0,1994-02-03
399,9225,0.0,28.8,15.8,1994-02-04
400,9225,0.0,24.7,17.6,1994-02-05
401,9225,0.0,23.5,12.0,1994-02-06
402,9225,0.0,23.7,13.9,1994-02-07
403,9225,0.2,24.0,11.5,1994-02-08
404,9225,0.0,23.9,13.6,1994-02-09
405,9225,0.0,27.7,14.3,1994-02-10
406,9225,0.0,33.9,16.4,1994-02-11
407,9225,0.0,37.3,17.8,1994-02-12
408,9225,0.0,24.1,19.3,1994-02-13
409,9225,0.0,27.2,12.8,1994-02-14
410,9225,0.0,29.8,13.7,1994-02-15
411,9225,0.0,32.8,15.6,1994-02-16
412,9225,0.0,34.0,18.0,1994-02-17
413,9225,0.0,33.4,21.9,1994-02-18
414,9225,0.0,36.7,16.5,1994-02-19
415,9225,0.0,25.8,17.2,1994-02-20
416,9225,0.0,30.4,15.0,1994-02-21
417,9225,0.0,31.8,15.4,1994-02-22
418,9225,0.0,31.1,17.9,1994-02-23
419,9225,0.0,31.9,21.1,1994-02-24
420,9225,0.0,31.5,23.0,1994-02-25
421,9225,0.0,31.1,21.0,1994-02-26
422,9225,0.0,28.7,17.4,1994-02-27
423,9225,0.0,29.7,15.3,1994-02-28
424,9225,0.0,30.8,16.6,1994-03-01
425,9225,0.0,31.6,17.2,1994-03-02
426,9225,0.0,33.4,17.6,1994-03-03
427,9225,0.0,33.9,14.6,1994-03-04
428,9225,0.0,33.5,17.4,1994-03-05
429,9225,0.0,33.5,16.9,1994-03-06
430,9225,0.0,35.3,19.5,1994-03-07
431,9225,0.0,25.7,14.1,1994-03-08
432,9225,0.0,27.6,14.7,1994-03-09
433,9225,0.0,31.5,16.3,1994-03-10
434,9225,0.0,37.3,19.8,1994-03-11
435,9225,0.0,36.4,16.8,1994-03-12
436,9225,0.0,35.4,15.4,1994-03-13
437,9225,0.0,29.9,17.8,1994-03-14
438,9225,0.0,32.4,16.6,1994-03-15
439,9225,0.0,35.5,18.0,1994-03-16
440,9225,0.0,30.3,17.5,1994-03-17
441,9225,0.0,35.7,15.2,1994-03-18
442,9225,0.0,29.5,19.9,1994-03-19
443,9225,0.0,32.0,21.5,1994-03-20
444,9225,0.0,37.7,17.9,1994-03-21
445,9225,0.2,29.0,21.6,1994-03-22
446,9225,0.0,28.0,20.9,1994-03-23
447,9225,0.0,26.8,17.6,1994-03-24
448,9225,1.6,23.7,16.2,1994-03-25
449,9225,0.0,28.2,12.7,1994-03-26
450,9225,0.0,24.1,14.3,1994-03-27
451,9225,0.4,21.8,16.4,1994-03-28
452,9225,0.0,22.9,9.0,1994-03-29
453,9225,1.6,22.0,11.8,1994-03-30
454,9225,0.0,23.5,9.1,1994-03-31
455,9225,0.0,27.0,9.6,1994-04-01
456,9225,0.0,28.0,10.8,1994-04-02
457,9225,0.0,28.8,11.6,1994-04-03
458,9225,0.0,23.9,13.9,1994-04-04
459,9225,0.0,24.1,14.2,1994-04-05
460,9225,0.0,26.4,12.4,1994-04-06
461,9225,0.0,30.1,12.6,1994-04-07
462,9225,0.0,22.9,14.7,1994-04-08
463,9225,0.0,26.0,14.3,1994-04-09
464,9225,0.0,26.9,15.5,1994-04-10
465,9225,0.0,30.6,15.4,1994-04-11
466,9225,0.0,35.1,17.4,1994-04-12
467,9225,0.0,27.0,20.3,1994-04-13
468,9225,0.0,30.6,15.9,1994-04-14
469,9225,0.0,30.8,16.7,1994-04-15
470,9225,2.4,25.8,18.7,1994-04-16
471,9225,0.0,26.0,14.1,1994-04-17
472,9225,0.0,33.5,14.6,1994-04-18
473,9225,0.0,30.3,14.8,1994-04-19
474,9225,0.0,26.3,16.6,1994-04-20
475,9225,0.0,26.2,15.6,1994-04-21
476,9225,0.0,25.4,13.8,1994-04-22
477,9225,0.0,26.6,11.8,1994-04-23
478,9225,0.0,25.2,14.6,1994-04-24
479,9225,1.8,23.3,12.6,1994-04-25
480,9225,0.0,22.4,14.0,1994-04-26
481,9225,0.0,22.6,14.7,1994-04-27
482,9225,0.0,26.9,9.8,1994-04-28
483,9225,0.0,24.3,9.2,1994-04-29
484,9225,0.0,22.2,12.3,1994-04-30
485,9225,0.0,22.7,11.0,1994-05-01
486,9225,0.0,27.3,8.3,1994-05-02
487,9225,0.0,30.4,14.0,1994-05-03
488,9225,0.0,23.9,11.6,1994-05-04
489,9225,0.0,24.7,11.9,1994-05-05
490,9225,0.0,26.0,11.0,1994-05-06
491,9225,0.0,23.8,14.2,1994-05-07
492,9225,0.0,22.3,11.1,1994-05-08
493,9225,0.0,23.3,7.8,1994-05-09
494,9225,0.0,23.6,6.0,1994-05-10
495,9225,0.0,22.9,7.6,1994-05-11
496,9225,0.0,22.3,9.0,1994-05-12
497,9225,0.0,22.7,11.5,1994-05-13
498,9225,0.0,25.9,10.6,1994-05-14
499,9225,0.0,24.3,9.7,1994-05-15
500,9225,2.0,22.5,14.3,1994-05-16
501,9225,0.0,23.1,5.6,1994-05-17
502,9225,0.0,24.9,7.8,1994-05-18
503,9225,0.0,23.7,10.2,1994-05-19
504,9225,0.0,24.0,15.2,1994-05-20
505,9225,6.4,21.1,10.2,1994-05-21
506,9225,7.4,19.5,13.8,1994-05-22
507,9225,30.6,18.5,13.4,1994-05-23
508,9225,20.2,17.4,9.4,1994-05-24
509,9225,6.6,19.8,12.2,1994-05-25
510,9225,0.8,21.6,13.5,1994-05-26
511,9225,0.0,23.6,11.0,1994-05-27
512,9225,0.0,23.1,11.1,1994-05-28
513,9225,4.0,22.6,15.7,1994-05-29
514,9225,15.2,17.2,11.1,1994-05-30
515,9225,0.2,19.2,8.5,1994-05-31
516,9225,5.0,18.4,12.2,1994-06-01
517,9225,34.8,14.8,8.3,1994-06-02
518,9225,2.2,14.6,7.5,1994-06-03
519,9225,1.0,16.0,6.7,1994-06-04
520,9225,4.4,18.0,4.6,1994-06-05
521,9225,0.0,19.6,4.8,1994-06-06
522,9225,5.0,20.5,10.6,1994-06-07
523,9225,3.2,17.0,11.8,1994-06-08
524,9225,8.4,16.8,6.9,1994-06-09
525,9225,0.0,19.2,4.8,1994-06-10
526,9225,4.8,17.6,10.8,1994-06-11
527,9225,0.0,16.8,8.9,1994-06-12
528,9225,0.2,18.2,6.4,1994-06-13
529,9225,0.0,18.7,7.8,1994-06-14
530,9225,0.0,20.2,3.2,1994-06-15
531,9225,0.0,22.8,4.8,1994-06-16
532,9225,0.0,21.9,10.8,1994-06-17
533,9225,5.8,21.0,10.2,1994-06-18
534,9225,5.0,18.6,13.7,1994-06-19
535,9225,20.6,20.9,14.7,1994-06-20
536,9225,22.4,14.8,10.3,1994-06-21
537,9225,29.2,18.6,10.2,1994-06-22
538,9225,0.6,19.6,11.0,1994-06-23
539,9225,19.4,18.4,10.1,1994-06-24
540,9225,6.6,17.6,6.3,1994-06-25
541,9225,0.2,21.6,7.9,1994-06-26
542,9225,22.2,18.1,11.3,1994-06-27
543,9225,1.8,19.3,9.1,1994-06-28
544,9225,0.0,19.8,8.2,1994-06-29
545,9225,0.6,18.9,8.2,1994-06-30
546,9225,41.6,18.3,13.0,1994-07-01
547,9225,1.4,19.4,13.8,1994-07-02
548,9225,6.0,19.9,14.4,1994-07-03
549,9225,6.8,20.8,14.3,1994-07-04
550,9225,0.0,22.9,9.5,1994-07-05
551,9225,10.6,20.1,13.0,1994-07-06
552,9225,0.8,20.7,10.7,1994-07-07
553,9225,8.2,15.4,13.4,1994-07-08
554,9225,20.6,14.0,8.8,1994-07-09
555,9225,11.6,13.6,6.2,1994-07-10
556,9225,18.2,16.6,7.4,1994-07-11
557,9225,0.0,16.7,5.1,1994-07-12
558,9225,3.8,17.0,8.6,1994-07-13
559,9225,2.2,18.4,11.9,1994-07-14
560,9225,0.0,19.3,9.9,1994-07-15
561,9225,3.0,19.7,13.0,1994-07-16
562,9225,1.2,21.1,8.2,1994-07-17
563,9225,0.0,21.9,8.0,1994-07-18
564,9225,0.2,21.1,5.2,1994-07-19
565,9225,0.0,21.1,5.1,1994-07-20
566,9225,0.0,25.8,7.8,1994-07-21
567,9225,8.0,20.9,14.3,1994-07-22
568,9225,0.8,18.2,10.6,1994-07-23
569,9225,19.6,16.4,10.6,1994-07-24
570,9225,0.0,16.7,9.8,1994-07-25
571,9225,0.0,17.5,5.0,1994-07-26
572,9225,0.0,18.0,7.8,1994-07-27
573,9225,0.8,19.3,11.4,1994-07-28
574,9225,2.0,14.4,2.9,1994-07-29
575,9225,0.0,15.2,3.0,1994-07-30
576,9225,0.0,17.0,6.9,1994-07-31
577,9225,0.0,21.7,3.6,1994-08-01
578,9225,0.0,22.3,5.9,1994-08-02
579,9225,0.0,21.3,7.8,1994-08-03
580,9225,63.8,13.8,10.9,1994-08-04
581,9225,3.6,16.7,3.9,1994-08-05
582,9225,0.0,17.4,6.2,1994-08-06
583,9225,0.0,18.1,7.4,1994-08-07
584,9225,0.0,18.9,7.1,1994-08-08
585,9225,2.8,18.5,11.2,1994-08-09
586,9225,31.6,21.8,13.0,1994-08-10
587,9225,17.6,15.9,14.0,1994-08-11
588,9225,4.6,16.6,8.0,1994-08-12
589,9225,0.0,17.1,7.8,1994-08-13
590,9225,0.0,19.0,6.0,1994-08-14
591,9225,0.0,19.3,4.7,1994-08-15
592,9225,0.0,18.8,6.4,1994-08-16
593,9225,0.0,20.5,5.2,1994-08-17
594,9225,0.0,20.4,7.3,1994-08-18
595,9225,0.0,20.4,7.7,1994-08-19
596,9225,0.0,22.1,4.6,1994-08-20
597,9225,0.0,20.3,6.6,1994-08-21
598,9225,1.8,18.5,10.7,1994-08-22
599,9225,0.0,20.6,5.4,1994-08-23
600,9225,0.0,25.5,7.0,1994-08-24
601,9225,0.0,26.0,10.2,1994-08-25
602,9225,0.0,22.6,11.6,1994-08-26
603,9225,0.2,19.7,12.2,1994-08-27
604,9225,0.0,18.6,11.6,1994-08-28
605,9225,0.4,17.5,10.7,1994-08-29
606,9225,0.0,18.2,9.0,1994-08-30
607,9225,37.8,17.0,9.0,1994-08-31
608,9225,17.0,16.9,10.8,1994-09-01
609,9225,1.2,17.4,9.2,1994-09-02
610,9225,0.2,18.8,2.3,1994-09-03
611,9225,0.0,20.7,4.6,1994-09-04
612,9225,0.0,23.3,5.4,1994-09-05
613,9225,0.0,21.4,9.2,1994-09-06
614,9225,3.4,21.8,8.4,1994-09-07
615,9225,0.0,24.7,7.8,1994-09-08
616,9225,0.0,29.5,7.9,1994-09-09
617,9225,0.2,18.7,16.3,1994-09-10
618,9225,33.4,16.8,9.2,1994-09-11
619,9225,0.0,19.3,4.0,1994-09-12
620,9225,2.0,19.6,7.6,1994-09-13
621,9225,0.0,19.2,10.4,1994-09-14
622,9225,0.0,21.5,6.8,1994-09-15
623,9225,0.0,25.4,12.7,1994-09-16
624,9225,0.0,24.4,14.8,1994-09-17
625,9225,0.0,21.7,12.7,1994-09-18
626,9225,0.0,24.3,12.6,1994-09-19
627,9225,0.0,30.7,15.8,1994-09-20
628,9225,0.0,19.5,13.2,1994-09-21
629,9225,0.0,20.3,9.6,1994-09-22
630,9225,0.0,20.7,6.7,1994-09-23
631,9225,0.0,21.6,10.8,1994-09-24
632,9225,0.0,28.2,11.2,1994-09-25
633,9225,0.0,20.5,11.1,1994-09-26
634,9225,1.2,18.6,12.3,1994-09-27
635,9225,0.0,19.1,12.4,1994-09-28
636,9225,0.0,20.0,7.0,1994-09-29
637,9225,20.6,19.1,11.6,1994-09-30
638,9225,3.4,18.8,11.0,1994-10-01
639,9225,0.4,19.7,12.4,1994-10-02
640,9225,0.6,17.9,5.0,1994-10-03
641,9225,0.0,18.6,4.6,1994-10-04
642,9225,1.4,16.8,11.0,1994-10-05
643,9225,0.0,17.4,2.2,1994-10-06
644,9225,0.0,22.6,4.2,1994-10-07
645,9225,0.0,29.0,7.3,1994-10-08
646,9225,0.0,26.5,8.2,1994-10-09
647,9225,0.0,28.4,14.8,1994-10-10
648,9225,0.0,25.6,11.9,1994-10-11
649,9225,0.2,22.3,12.2,1994-10-12
650,9225,0.0,23.5,13.8,1994-10-13
651,9225,9.6,17.6,10.8,1994-10-14
652,9225,0.2,19.0,7.2,1994-10-15
653,9225,0.0,23.2,11.0,1994-10-16
654,9225,0.0,24.1,11.6,1994-10-17
655,9225,0.0,25.7,13.3,1994-10-18
656,9225,0.0,27.6,13.0,1994-10-19
657,9225,0.0,30.5,14.6,1994-10-20
658,9225,0.0,33.8,19.9,1994-10-21
659,9225,0.0,23.3,15.8,1994-10-22
660,9225,0.0,21.5,18.0,1994-10-23
661,9225,0.0,20.7,16.1,1994-10-24
662,9225,0.0,20.0,11.2,1994-10-25
663,9225,0.0,20.8,8.8,1994-10-26
664,9225,0.0,21.0,10.4,1994-10-27
665,9225,0.0,23.2,11.0,1994-10-28
666,9225,0.0,29.3,11.9,1994-10-29
667,9225,0.0,20.5,11.9,1994-10-30
668,9225,0.0,20.9,10.3,1994-10-31
669,9225,0.0,25.4,8.4,1994-11-01
670,9225,0.0,21.9,8.6,1994-11-02
671,9225,0.0,23.5,12.7,1994-11-03
672,9225,0.0,27.0,13.5,1994-11-04
673,9225,0.0,31.9,15.9,1994-11-05
674,9225,0.0,36.5,18.4,1994-11-06
675,9225,0.0,33.9,15.5,1994-11-07
676,9225,0.0,24.5,19.5,1994-11-08
677,9225,0.0,24.2,14.6,1994-11-09
678,9225,0.0,24.2,15.8,1994-11-10
679,9225,0.0,25.4,14.2,1994-11-11
